graph;n_nodes;n_edges;connected_components;avg_clustering_coeff;global_clustering_coeff;approx_global_clustering_coeff;max_closeness;avg_closeness;max_eigenvector;avg_eigenvector
rand_random_trap_100_4027_3_0.9999_17366060388030653_67;4027;12072;1;0.584808967427071;0.09604168366098377;0.0904;0.32843857072931965;0.2029424913166716;0.6354053202912692;0.005236975326508347
rand_random_trap_100_4027_3_0.9999_17366060389720113_68;4027;12072;1;0.5885639867823779;0.10369131177946685;0.102;0.37461617195496416;0.2121911894411214;0.6249113923147355;0.005703481309121042
rand_random_trap_100_4027_3_0.9999_17366060391361952_69;4027;12072;1;0.5960144375699853;0.1124795422166229;0.1102;0.3544950250946553;0.20976825544152924;0.6203295300603802;0.005720008233747042
rand_random_trap_100_4027_3_0.9999_17366060392858322_70;4027;12072;1;0.5872631890140898;0.11534820496638104;0.1177;0.38438037044109225;0.21844820333504658;0.5484228401371504;0.006568745918748628
rand_random_trap_100_4027_3_0.9999_17366060394315865_71;4027;12072;1;0.5880631582360113;0.06725756366315082;0.0663;0.4357614460439441;0.2382279385485755;0.6701063258858959;0.006077132938998969
rand_random_trap_100_4027_3_0.9999_17366060396486595_72;4027;12071;1;0.5917687562546176;0.1033838398470319;0.1066;0.38659496831188783;0.2206374884582615;0.5862883875433847;0.006327441835519033
rand_random_trap_100_4027_3_0.9999_17366060398107953_73;4027;12072;1;0.5895451520503618;0.1192117855393542;0.1201;0.33372015915119363;0.1971806304550137;0.6171791321718222;0.005361817069172111
rand_random_trap_100_4027_3_0.9999_17366060399576955_74;4027;12071;1;0.591183166274054;0.09924690975114218;0.0995;0.3776735459662289;0.21626096249580837;0.6553061697473821;0.005317376977896985
rand_random_trap_100_4027_3_0.9999_17366060401192193_75;4027;12072;1;0.5909630435152047;0.12190630117176701;0.1205;0.3365095285857573;0.19866828769086134;0.580671323395975;0.006314333595164505
rand_random_trap_100_4027_3_0.9999_17366060402647805_76;4027;12072;1;0.5935990314073126;0.12132596122860874;0.1194;0.3589514978601997;0.2059999105324706;0.49452145310059764;0.006860951605707692
